Commercial Part No,Part No,Reference,Flash,RAM
STM32G0C1CET6N,STM32G0C1CE,STM32G0C1CETxN,512 kBytes,144 kBytes
STM32G0C1CEU6,STM32G0C1CE,STM32G0C1CEUx,512 kBytes,144 kBytes
STM32G0C1CEU6N,STM32G0C1CE,STM32G0C1CEUxN,512 kBytes,144 kBytes
STM32G0C1CEU6TR,STM32G0C1CE,STM32G0C1CEUx,512 kBytes,144 kBytes
STM32G0C1KCT6,STM32G0C1KC,STM32G0C1KCTx,256 kBytes,144 kBytes
STM32G0C1KCT6N,STM32G0C1KC,STM32G0C1KCTxN,256 kBytes,144 kBytes
STM32G0C1KCU6,STM32G0C1KC,STM32G0C1KCUx,256 kBytes,144 kBytes
STM32G0C1KCU6N,STM32G0C1KC,STM32G0C1KCUxN,256 kBytes,144 kBytes
STM32G0C1KET6,STM32G0C1KE,STM32G0C1KETx,512 kBytes,144 kBytes
STM32G0C1KET6N,STM32G0C1KE,STM32G0C1KETxN,512 kBytes,144 kBytes
STM32G0C1KEU6,STM32G0C1KE,STM32G0C1KEUx,512 kBytes,144 kBytes
STM32G0C1KEU6N,STM32G0C1KE,STM32G0C1KEUxN,512 kBytes,144 kBytes
STM32G0C1MCT6,STM32G0C1MC,STM32G0C1MCTx,256 kBytes,144 kBytes
STM32G0C1MET6,STM32G0C1ME,STM32G0C1METx,512 kBytes,144 kBytes
STM32G0C1NEY6TR,STM32G0C1NE,STM32G0C1NEYx,512 kBytes,144 kBytes
STM32G0C1RCI6N,STM32G0C1RC,STM32G0C1RCIxN,256 kBytes,144 kBytes
STM32G0C1RCT3,STM32G0C1RC,STM32G0C1RCTx,256 kBytes,144 kBytes
STM32G0C1RCT6,STM32G0C1RC,STM32G0C1RCTx,256 kBytes,144 kBytes
STM32G0C1RCT6N,STM32G0C1RC,STM32G0C1RCTxN,256 kBytes,144 kBytes
STM32G0C1REI6N,STM32G0C1RE,STM32G0C1REIxN,512 kBytes,144 kBytes
STM32G0C1RET6,STM32G0C1RE,STM32G0C1RETx,512 kBytes,144 kBytes
STM32G0C1RET6N,STM32G0C1RE,STM32G0C1RETxN,512 kBytes,144 kBytes
STM32G0C1VCI6,STM32G0C1VC,STM32G0C1VCIx,256 kBytes,144 kBytes
STM32G0C1VCT6,STM32G0C1VC,STM32G0C1VCTx,256 kBytes,144 kBytes
STM32G0C1VEI6,STM32G0C1VE,STM32G0C1VEIx,512 kBytes,144 kBytes
STM32G0C1VET6,STM32G0C1VE,STM32G0C1VETx,512 kBytes,144 kBytes
STM32G431C6T6,STM32G431C6,STM32G431C6Tx,32 kBytes,32 kBytes
STM32G431C6U6,STM32G431C6,STM32G431C6Ux,32 kBytes,32 kBytes
STM32G431C8T6,STM32G431C8,STM32G431C8Tx,64 kBytes,32 kBytes
STM32G431C8T6TR,STM32G431C8,STM32G431C8Tx,64 kBytes,32 kBytes
STM32G431C8U3,STM32G431C8,STM32G431C8Ux,64 kBytes,32 kBytes
STM32G431C8U6,STM32G431C8,STM32G431C8Ux,64 kBytes,32 kBytes
STM32G431CBT3,STM32G431CB,STM32G431CBTx,128 kBytes,32 kBytes
STM32G431CBT3TR,STM32G431CB,STM32G431CBTx,128 kBytes,32 kBytes
STM32G431CBT6,STM32G431CB,STM32G431CBTx,128 kBytes,32 kBytes
STM32G431CBT6TR,STM32G431CB,STM32G431CBTx,128 kBytes,32 kBytes
STM32G431CBU3,STM32G431CB,STM32G431CBUx,128 kBytes,32 kBytes
STM32G431CBU6,STM32G431CB,STM32G431CBUx,128 kBytes,32 kBytes
STM32G431CBY3TR,STM32G431CB,STM32G431CBYx,128 kBytes,32 kBytes
STM32G431CBY6TR,STM32G431CB,STM32G431CBYx,128 kBytes,32 kBytes
STM32G431K6T6,STM32G431K6,STM32G431K6Tx,32 kBytes,32 kBytes
STM32G431K6U3,STM32G431K6,STM32G431K6Ux,32 kBytes,32 kBytes
STM32G431K6U6,STM32G431K6,STM32G431K6Ux,32 kBytes,32 kBytes
STM32G431K8T3,STM32G431K8,STM32G431K8Tx,64 kBytes,32 kBytes
STM32G431K8T6,STM32G431K8,STM32G431K8Tx,64 kBytes,32 kBytes
STM32G431K8T6TR,STM32G431K8,STM32G431K8Tx,64 kBytes,32 kBytes
STM32G431K8U6,STM32G431K8,STM32G431K8Ux,64 kBytes,32 kBytes
STM32G431K8U6TR,STM32G431K8,STM32G431K8Ux,64 kBytes,32 kBytes
STM32G431KBT6,STM32G431KB,STM32G431KBTx,128 kBytes,32 kBytes
STM32G431KBT6TR,STM32G431KB,STM32G431KBTx,128 kBytes,32 kBytes
STM32G431KBU3,STM32G431KB,STM32G431KBUx,128 kBytes,32 kBytes
STM32G431KBU6,STM32G431KB,STM32G431KBUx,128 kBytes,32 kBytes
STM32G431M6T6,STM32G431M6,STM32G431M6Tx,32 kBytes,32 kBytes
STM32G431M8T6,STM32G431M8,STM32G431M8Tx,64 kBytes,32 kBytes
STM32G431MBT3,STM32G431MB,STM32G431MBTx,128 kBytes,32 kBytes
STM32G431MBT6,STM32G431MB,STM32G431MBTx,128 kBytes,32 kBytes
STM32G431R6I6,STM32G431R6,STM32G431R6Ix,32 kBytes,32 kBytes
STM32G431R6T6,STM32G431R6,STM32G431R6Tx,32 kBytes,32 kBytes
STM32G431R8I6,STM32G431R8,STM32G431R8Ix,64 kBytes,32 kBytes
STM32G431R8T6,STM32G431R8,STM32G431R8Tx,64 kBytes,32 kBytes
STM32G431RBI3,STM32G431RB,STM32G431RBIx,128 kBytes,32 kBytes
STM32G431RBI3TR,STM32G431RB,STM32G431RBIx,128 kBytes,32 kBytes
STM32G431RBI6,STM32G431RB,STM32G431RBIx,128 kBytes,32 kBytes
STM32G431RBI6TR,STM32G431RB,STM32G431RBIx,128 kBytes,32 kBytes
STM32G431RBT3,STM32G431RB,STM32G431RBTx,128 kBytes,32 kBytes
STM32G431RBT3TR,STM32G431RB,STM32G431RBTx,128 kBytes,32 kBytes
STM32G431RBT6,STM32G431RB,STM32G431RBTx,128 kBytes,32 kBytes
STM32G431RBT6TR,STM32G431RB,STM32G431RBTx,128 kBytes,32 kBytes
STM32G431V6T6,STM32G431V6,STM32G431V6Tx,32 kBytes,32 kBytes
STM32G431V8T6,STM32G431V8,STM32G431V8Tx,64 kBytes,32 kBytes
STM32G431VBT3,STM32G431VB,STM32G431VBTx,128 kBytes,32 kBytes
STM32G431VBT6,STM32G431VB,STM32G431VBTx,128 kBytes,32 kBytes
STM32G441CBT3,STM32G441CB,STM32G441CBTx,128 kBytes,32 kBytes
STM32G441CBT6,STM32G441CB,STM32G441CBTx,128 kBytes,32 kBytes
STM32G441CBU3,STM32G441CB,STM32G441CBUx,128 kBytes,32 kBytes
STM32G441CBU6,STM32G441CB,STM32G441CBUx,128 kBytes,32 kBytes
STM32G441CBY6TR,STM32G441CB,STM32G441CBYx,128 kBytes,32 kBytes
STM32G441KBT3,STM32G441KB,STM32G441KBTx,128 kBytes,32 kBytes
STM32G441KBT6,STM32G441KB,STM32G441KBTx,128 kBytes,32 kBytes
STM32G441KBU3,STM32G441KB,STM32G441KBUx,128 kBytes,32 kBytes
STM32G441KBU6,STM32G441KB,STM32G441KBUx,128 kBytes,32 kBytes
STM32G441MBT6,STM32G441MB,STM32G441MBTx,128 kBytes,32 kBytes
STM32G441RBI6,STM32G441RB,STM32G441RBIx,128 kBytes,32 kBytes
STM32G441RBI6TR,STM32G441RB,STM32G441RBIx,128 kBytes,32 kBytes
STM32G441RBT3,STM32G441RB,STM32G441RBTx,128 kBytes,32 kBytes
STM32G441RBT6,STM32G441RB,STM32G441RBTx,128 kBytes,32 kBytes
STM32G441VBT3,STM32G441VB,STM32G441VBTx,128 kBytes,32 kBytes
STM32G441VBT6,STM32G441VB,STM32G441VBTx,128 kBytes,32 kBytes
STM32G471CCT6,STM32G471CC,STM32G471CCTx,256 kBytes,128 kBytes
STM32G471CCU6,STM32G471CC,STM32G471CCUx,256 kBytes,128 kBytes
STM32G471CET3,STM32G471CE,STM32G471CETx,512 kBytes,128 kBytes
STM32G471CET6,STM32G471CE,STM32G471CETx,512 kBytes,128 kBytes
STM32G471CEU3,STM32G471CE,STM32G471CEUx,512 kBytes,128 kBytes
STM32G471CEU6,STM32G471CE,STM32G471CEUx,512 kBytes,128 kBytes
STM32G471MCT6,STM32G471MC,STM32G471MCTx,256 kBytes,128 kBytes
STM32G471MET3,STM32G471ME,STM32G471METx,512 kBytes,128 kBytes
STM32G471MET6,STM32G471ME,STM32G471METx,512 kBytes,128 kBytes
STM32G471MEY6TR,STM32G471ME,STM32G471MEYx,512 kBytes,128 kBytes
STM32G471QCT6,STM32G471QC,STM32G471QCTx,256 kBytes,128 kBytes
STM32G471QET3,STM32G471QE,STM32G471QETx,512 kBytes,128 kBytes
STM32G471RCT6,STM32G471RC,STM32G471RCTx,256 kBytes,128 kBytes
STM32G471RET3,STM32G471RE,STM32G471RETx,512 kBytes,128 kBytes
STM32G471RET6,STM32G471RE,STM32G471RETx,512 kBytes,128 kBytes
STM32G471VCH6,STM32G471VC,STM32G471VCHx,256 kBytes,128 kBytes
STM32G471VCI6,STM32G471VC,STM32G471VCIx,256 kBytes,128 kBytes
STM32G471VCT6,STM32G471VC,STM32G471VCTx,256 kBytes,128 kBytes
STM32G471VEH3,STM32G471VE,STM32G471VEHx,512 kBytes,128 kBytes
STM32G471VEH6,STM32G471VE,STM32G471VEHx,512 kBytes,128 kBytes
STM32G471VEI3,STM32G471VE,STM32G471VEIx,512 kBytes,128 kBytes
STM32G471VEI6,STM32G471VE,STM32G471VEIx,512 kBytes,128 kBytes
STM32G471VET3,STM32G471VE,STM32G471VETx,512 kBytes,128 kBytes
STM32G471VET6,STM32G471VE,STM32G471VETx,512 kBytes,128 kBytes
STM32G473CBT3,STM32G473CB,STM32G473CBTx,128 kBytes,128 kBytes
STM32G473CBT6,STM32G473CB,STM32G473CBTx,128 kBytes,128 kBytes
STM32G473CBU6,STM32G473CB,STM32G473CBUx,128 kBytes,128 kBytes
STM32G473CCT3,STM32G473CC,STM32G473CCTx,256 kBytes,128 kBytes
STM32G473CCT3TR,STM32G473CC,STM32G473CCTx,256 kBytes,128 kBytes
STM32G473CCT6TR,STM32G473CC,STM32G473CCTx,256 kBytes,128 kBytes
STM32G473CCU3,STM32G473CC,STM32G473CCUx,256 kBytes,128 kBytes
STM32G473CCU3TR,STM32G473CC,STM32G473CCUx,256 kBytes,128 kBytes
STM32G473CCU6,STM32G473CC,STM32G473CCUx,256 kBytes,128 kBytes
STM32G473CCU6TR,STM32G473CC,STM32G473CCUx,256 kBytes,128 kBytes
STM32G473CET3,STM32G473CE,STM32G473CETx,512 kBytes,128 kBytes
STM32G473CET6,STM32G473CE,STM32G473CETx,512 kBytes,128 kBytes
STM32G473CEU3,STM32G473CE,STM32G473CEUx,512 kBytes,128 kBytes
STM32G473CEU3F,STM32G473CE,STM32G473CEUx,512 kBytes,128 kBytes
STM32G473CEU3TR,STM32G473CE,STM32G473CEUx,512 kBytes,128 kBytes
STM32G473CEU6,STM32G473CE,STM32G473CEUx,512 kBytes,128 kBytes
STM32G473CEU6F,STM32G473CE,STM32G473CEUx,512 kBytes,128 kBytes
STM32G473MBT6,STM32G473MB,STM32G473MBTx,128 kBytes,128 kBytes
STM32G473MCT3,STM32G473MC,STM32G473MCTx,256 kBytes,128 kBytes
STM32G473MCT3TR,STM32G473MC,STM32G473MCTx,256 kBytes,128 kBytes
STM32G473MCT6,STM32G473MC,STM32G473MCTx,256 kBytes,128 kBytes
STM32G473MCT6TR,STM32G473MC,STM32G473MCTx,256 kBytes,128 kBytes
STM32G473MET3,STM32G473ME,STM32G473METx,512 kBytes,128 kBytes
STM32G473MET6,STM32G473ME,STM32G473METx,512 kBytes,128 kBytes
STM32G473MEY3TR,STM32G473ME,STM32G473MEYx,512 kBytes,128 kBytes
STM32G473MEY6TR,STM32G473ME,STM32G473MEYx,512 kBytes,128 kBytes
STM32G473PBI6,STM32G473PB,STM32G473PBIx,128 kBytes,128 kBytes
STM32G473PCI6,STM32G473PC,STM32G473PCIx,256 kBytes,128 kBytes
STM32G473PEI6,STM32G473PE,STM32G473PEIx,512 kBytes,128 kBytes
STM32G473QBT6,STM32G473QB,STM32G473QBTx,128 kBytes,128 kBytes
STM32G473QCT6,STM32G473QC,STM32G473QCTx,256 kBytes,128 kBytes
STM32G473QET6,STM32G473QE,STM32G473QETx,512 kBytes,128 kBytes
STM32G473RBT6,STM32G473RB,STM32G473RBTx,128 kBytes,128 kBytes
STM32G473RBT6TR,STM32G473RB,STM32G473RBTx,128 kBytes,128 kBytes
STM32G473RCT6,STM32G473RC,STM32G473RCTx,256 kBytes,128 kBytes
STM32G473RCT6TR,STM32G473RC,STM32G473RCTx,256 kBytes,128 kBytes
STM32G473RET3,STM32G473RE,STM32G473RETx,512 kBytes,128 kBytes
STM32G473RET6,STM32G473RE,STM32G473RETx,512 kBytes,128 kBytes
STM32G473RET6TR,STM32G473RE,STM32G473RETx,512 kBytes,128 kBytes
STM32G473VBH3,STM32G473VB,STM32G473VBHx,128 kBytes,128 kBytes
STM32G473VBH6,STM32G473VB,STM32G473VBHx,128 kBytes,128 kBytes
STM32G473VBT6,STM32G473VB,STM32G473VBTx,128 kBytes,128 kBytes
STM32G473VCH6,STM32G473VC,STM32G473VCHx,256 kBytes,128 kBytes
STM32G473VCT3,STM32G473VC,STM32G473VCTx,256 kBytes,128 kBytes
STM32G473VCT3TR,STM32G473VC,STM32G473VCTx,256 kBytes,128 kBytes
STM32G473VCT6,STM32G473VC,STM32G473VCTx,256 kBytes,128 kBytes
STM32G473VCT6TR,STM32G473VC,STM32G473VCTx,256 kBytes,128 kBytes
STM32G473VEH6,STM32G473VE,STM32G473VEHx,512 kBytes,128 kBytes
STM32G473VEH6TR,STM32G473VE,STM32G473VEHx,512 kBytes,128 kBytes
STM32G473VET3,STM32G473VE,STM32G473VETx,512 kBytes,128 kBytes
STM32G473VET6,STM32G473VE,STM32G473VETx,512 kBytes,128 kBytes
STM32G473VET6TR,STM32G473VE,STM32G473VETx,512 kBytes,128 kBytes
STM32G474CBT3,STM32G474CB,STM32G474CBTx,128 kBytes,128 kBytes
STM32G474CBT3TR,STM32G474CB,STM32G474CBTx,128 kBytes,128 kBytes
STM32G474CBT6TR,STM32G474CB,STM32G474CBTx,128 kBytes,128 kBytes
STM32G474CBU6,STM32G474CB,STM32G474CBUx,128 kBytes,128 kBytes
STM32G474CCT6,STM32G474CC,STM32G474CCTx,256 kBytes,128 kBytes
STM32G474CCU3,STM32G474CC,STM32G474CCUx,256 kBytes,128 kBytes
STM32G474CCU6,STM32G474CC,STM32G474CCUx,256 kBytes,128 kBytes
STM32G474CET3,STM32G474CE,STM32G474CETx,512 kBytes,128 kBytes
STM32G474CET3TR,STM32G474CE,STM32G474CETx,512 kBytes,128 kBytes
STM32G474CET6,STM32G474CE,STM32G474CETx,512 kBytes,128 kBytes
STM32G474CEU3,STM32G474CE,STM32G474CEUx,512 kBytes,128 kBytes
STM32G474CEU6,STM32G474CE,STM32G474CEUx,512 kBytes,128 kBytes
STM32G474CEU6TR,STM32G474CE,STM32G474CEUx,512 kBytes,128 kBytes
STM32G474MBT3,STM32G474MB,STM32G474MBTx,128 kBytes,128 kBytes
STM32G474MBT3TR,STM32G474MB,STM32G474MBTx,128 kBytes,128 kBytes
STM32G474MBT6,STM32G474MB,STM32G474MBTx,128 kBytes,128 kBytes
STM32G474MBT6TR,STM32G474MB,STM32G474MBTx,128 kBytes,128 kBytes
STM32G474MCT3,STM32G474MC,STM32G474MCTx,256 kBytes,128 kBytes
STM32G474MCT6,STM32G474MC,STM32G474MCTx,256 kBytes,128 kBytes
STM32G474MET3,STM32G474ME,STM32G474METx,512 kBytes,128 kBytes
STM32G474MET6,STM32G474ME,STM32G474METx,512 kBytes,128 kBytes
STM32G474MEY3TR,STM32G474ME,STM32G474MEYx,512 kBytes,128 kBytes
STM32G474MEY6TR,STM32G474ME,STM32G474MEYx,512 kBytes,128 kBytes
STM32G474PBI6,STM32G474PB,STM32G474PBIx,128 kBytes,128 kBytes
STM32G474PCI6,STM32G474PC,STM32G474PCIx,256 kBytes,128 kBytes
STM32G474PEI6,STM32G474PE,STM32G474PEIx,512 kBytes,128 kBytes
STM32G474PEI6TR,STM32G474PE,STM32G474PEIx,512 kBytes,128 kBytes
STM32G474QBT6,STM32G474QB,STM32G474QBTx,128 kBytes,128 kBytes
STM32G474QCT6,STM32G474QC,STM32G474QCTx,256 kBytes,128 kBytes
STM32G474QET6,STM32G474QE,STM32G474QETx,512 kBytes,128 kBytes
STM32G474QET6TR,STM32G474QE,STM32G474QETx,512 kBytes,128 kBytes
STM32G474RBT3,STM32G474RB,STM32G474RBTx,128 kBytes,128 kBytes
STM32G474RBT6,STM32G474RB,STM32G474RBTx,128 kBytes,128 kBytes
STM32G474RCT3,STM32G474RC,STM32G474RCTx,256 kBytes,128 kBytes
STM32G474RCT6,STM32G474RC,STM32G474RCTx,256 kBytes,128 kBytes
STM32G474RET3,STM32G474RE,STM32G474RETx,512 kBytes,128 kBytes
STM32G474RET6,STM32G474RE,STM32G474RETx,512 kBytes,128 kBytes
STM32G474VBH6,STM32G474VB,STM32G474VBHx,128 kBytes,128 kBytes
STM32G474VBT3,STM32G474VB,STM32G474VBTx,128 kBytes,128 kBytes
STM32G474VBT3TR,STM32G474VB,STM32G474VBTx,128 kBytes,128 kBytes
STM32G474VBT6,STM32G474VB,STM32G474VBTx,128 kBytes,128 kBytes
STM32G474VCH6,STM32G474VC,STM32G474VCHx,256 kBytes,128 kBytes
STM32G474VCT6,STM32G474VC,STM32G474VCTx,256 kBytes,128 kBytes
STM32G474VEH3,STM32G474VE,STM32G474VEHx,512 kBytes,128 kBytes
STM32G474VEH6,STM32G474VE,STM32G474VEHx,512 kBytes,128 kBytes
STM32G474VET3,STM32G474VE,STM32G474VETx,512 kBytes,128 kBytes
STM32G474VET3TR,STM32G474VE,STM32G474VETx,512 kBytes,128 kBytes
STM32G474VET6,STM32G474VE,STM32G474VETx,512 kBytes,128 kBytes
STM32G474VET6TR,STM32G474VE,STM32G474VETx,512 kBytes,128 kBytes
STM32G483CET3,STM32G483CE,STM32G483CETx,512 kBytes,128 kBytes
STM32G483CET6,STM32G483CE,STM32G483CETx,512 kBytes,128 kBytes
STM32G483CEU6,STM32G483CE,STM32G483CEUx,512 kBytes,128 kBytes
STM32G483MET6,STM32G483ME,STM32G483METx,512 kBytes,128 kBytes
STM32G483MEY6TR,STM32G483ME,STM32G483MEYx,512 kBytes,128 kBytes
STM32G483PEI6,STM32G483PE,STM32G483PEIx,512 kBytes,128 kBytes
STM32G483QET6,STM32G483QE,STM32G483QETx,512 kBytes,128 kBytes
STM32G483RET3,STM32G483RE,STM32G483RETx,512 kBytes,128 kBytes
STM32G483RET6,STM32G483RE,STM32G483RETx,512 kBytes,128 kBytes
STM32G483VEH6,STM32G483VE,STM32G483VEHx,512 kBytes,128 kBytes
STM32G483VET6,STM32G483VE,STM32G483VETx,512 kBytes,128 kBytes
STM32G484CET3,STM32G484CE,STM32G484CETx,512 kBytes,128 kBytes
STM32G484CET6,STM32G484CE,STM32G484CETx,512 kBytes,128 kBytes
STM32G484CEU3,STM32G484CE,STM32G484CEUx,512 kBytes,128 kBytes
STM32G484CEU6,STM32G484CE,STM32G484CEUx,512 kBytes,128 kBytes
STM32G484MET6,STM32G484ME,STM32G484METx,512 kBytes,128 kBytes
STM32G484MEY3TR,STM32G484ME,STM32G484MEYx,512 kBytes,128 kBytes
STM32G484MEY6TR,STM32G484ME,STM32G484MEYx,512 kBytes,128 kBytes
STM32G484PEI6,STM32G484PE,STM32G484PEIx,512 kBytes,128 kBytes
STM32G484QET3,STM32G484QE,STM32G484QETx,512 kBytes,128 kBytes
STM32G484QET6,STM32G484QE,STM32G484QETx,512 kBytes,128 kBytes
STM32G484RET3,STM32G484RE,STM32G484RETx,512 kBytes,128 kBytes
STM32G484RET6,STM32G484RE,STM32G484RETx,512 kBytes,128 kBytes
STM32G484VEH6,STM32G484VE,STM32G484VEHx,512 kBytes,128 kBytes
STM32G484VET6,STM32G484VE,STM32G484VETx,512 kBytes,128 kBytes
STM32G491CCT3,STM32G491CC,STM32G491CCTx,256 kBytes,112 kBytes
STM32G491CCT6,STM32G491CC,STM32G491CCTx,256 kBytes,112 kBytes
STM32G491CCU6,STM32G491CC,STM32G491CCUx,256 kBytes,112 kBytes
STM32G491CET6,STM32G491CE,STM32G491CETx,512 kBytes,112 kBytes
STM32G491CEU3,STM32G491CE,STM32G491CEUx,512 kBytes,112 kBytes
STM32G491CEU3TR,STM32G491CE,STM32G491CEUx,512 kBytes,112 kBytes
STM32G491CEU6,STM32G491CE,STM32G491CEUx,512 kBytes,112 kBytes
STM32G491KCU3,STM32G491KC,STM32G491KCUx,256 kBytes,112 kBytes
STM32G491KCU6,STM32G491KC,STM32G491KCUx,256 kBytes,112 kBytes
STM32G491KEU6,STM32G491KE,STM32G491KEUx,512 kBytes,112 kBytes
STM32G491MCS6,STM32G491MC,STM32G491MCSx,256 kBytes,112 kBytes
STM32G491MCT6,STM32G491MC,STM32G491MCTx,256 kBytes,112 kBytes
STM32G491MES6,STM32G491ME,STM32G491MESx,512 kBytes,112 kBytes
STM32G491MET6,STM32G491ME,STM32G491METx,512 kBytes,112 kBytes
STM32G491RCI6,STM32G491RC,STM32G491RCIx,256 kBytes,112 kBytes
STM32G491RCT6,STM32G491RC,STM32G491RCTx,256 kBytes,112 kBytes
STM32G491RCT6TR,STM32G491RC,STM32G491RCTx,256 kBytes,112 kBytes
STM32G491REI6,STM32G491RE,STM32G491REIx,512 kBytes,112 kBytes
STM32G491RET6,STM32G491RE,STM32G491RETx,512 kBytes,112 kBytes
STM32G491RET6TR,STM32G491RE,STM32G491RETx,512 kBytes,112 kBytes
STM32G491REY6TR,STM32G491RE,STM32G491REYx,512 kBytes,112 kBytes
STM32G491VCT6,STM32G491VC,STM32G491VCTx,256 kBytes,112 kBytes
STM32G491VET6,STM32G491VE,STM32G491VETx,512 kBytes,112 kBytes
STM32G4A1CET6,STM32G4A1CE,STM32G4A1CETx,512 kBytes,112 kBytes
STM32G4A1CEU6,STM32G4A1CE,STM32G4A1CEUx,512 kBytes,112 kBytes
STM32G4A1KEU6,STM32G4A1KE,STM32G4A1KEUx,512 kBytes,112 kBytes
STM32G4A1MES6,STM32G4A1ME,STM32G4A1MESx,512 kBytes,112 kBytes
STM32G4A1MET6,STM32G4A1ME,STM32G4A1METx,512 kBytes,112 kBytes
STM32G4A1REI6,STM32G4A1RE,STM32G4A1REIx,512 kBytes,112 kBytes
STM32G4A1RET6,STM32G4A1RE,STM32G4A1RETx,512 kBytes,112 kBytes
STM32G4A1REY6TR,STM32G4A1RE,STM32G4A1REYx,512 kBytes,112 kBytes
STM32G4A1VET6,STM32G4A1VE,STM32G4A1VETx,512 kBytes,112 kBytes
STM32H723VEH6,STM32H723VE,STM32H723VEHx,512 kBytes,564 kBytes
STM32H723VET6,STM32H723VE,STM32H723VETx,512 kBytes,564 kBytes
STM32H723VET6TR,STM32H723VE,STM32H723VETx,512 kBytes,564 kBytes
STM32H723VGH6,STM32H723VG,STM32H723VGHx,1024 kBytes,564 kBytes
STM32H723VGT6,STM32H723VG,STM32H723VGTx,1024 kBytes,564 kBytes
STM32H723ZEI6,STM32H723ZE,STM32H723ZEIx,512 kBytes,564 kBytes
STM32H723ZET6,STM32H723ZE,STM32H723ZETx,512 kBytes,564 kBytes
STM32H723ZGI6,STM32H723ZG,STM32H723ZGIx,1024 kBytes,564 kBytes
STM32H723ZGT6,STM32H723ZG,STM32H723ZGTx,1024 kBytes,564 kBytes
STM32H725AEI6,STM32H725AE,STM32H725AEIx,512 kBytes,564 kBytes
STM32H725AGI3,STM32H725AG,STM32H725AGIx,1024 kBytes,564 kBytes
STM32H725AGI3TR,STM32H725AG,STM32H725AGIx,1024 kBytes,564 kBytes
STM32H725AGI6,STM32H725AG,STM32H725AGIx,1024 kBytes,564 kBytes
STM32H725IEK6,STM32H725IE,STM32H725IEKx,512 kBytes,564 kBytes
STM32H725IET6,STM32H725IE,STM32H725IETx,512 kBytes,564 kBytes
STM32H725IGK3,STM32H725IG,STM32H725IGKx,1024 kBytes,564 kBytes
STM32H725IGK3TR,STM32H725IG,STM32H725IGKx,1024 kBytes,564 kBytes
STM32H725IGK6,STM32H725IG,STM32H725IGKx,1024 kBytes,564 kBytes
STM32H725IGT6,STM32H725IG,STM32H725IGTx,1024 kBytes,564 kBytes
STM32H725REV6,STM32H725RE,STM32H725REVx,512 kBytes,564 kBytes
STM32H725RGV3,STM32H725RG,STM32H725RGVx,1024 kBytes,564 kBytes
STM32H725RGV6,STM32H725RG,STM32H725RGVx,1024 kBytes,564 kBytes
STM32H725VEH6,STM32H725VE,STM32H725VEHx,512 kBytes,564 kBytes
STM32H725VET6,STM32H725VE,STM32H725VETx,512 kBytes,564 kBytes
STM32H725VGH6,STM32H725VG,STM32H725VGHx,1024 kBytes,564 kBytes
STM32H725VGT3,STM32H725VG,STM32H725VGTx,1024 kBytes,564 kBytes
STM32H725VGT6,STM32H725VG,STM32H725VGTx,1024 kBytes,564 kBytes
STM32H725VGY6TR,STM32H725VG,STM32H725VGYx,1024 kBytes,564 kBytes
STM32H725ZET6,STM32H725ZE,STM32H725ZETx,512 kBytes,564 kBytes
STM32H725ZGT3,STM32H725ZG,STM32H725ZGTx,1024 kBytes,564 kBytes
STM32H725ZGT6,STM32H725ZG,STM32H725ZGTx,1024 kBytes,564 kBytes
STM32H730ABI6Q,STM32H730AB,STM32H730ABIxQ,128 kBytes,564 kBytes
STM32H730IBK6Q,STM32H730IB,STM32H730IBKxQ,128 kBytes,564 kBytes
STM32H730IBT6Q,STM32H730IB,STM32H730IBTxQ,128 kBytes,564 kBytes
STM32H730VBH6,STM32H730VB,STM32H730VBHx,128 kBytes,564 kBytes
STM32H730VBT6,STM32H730VB,STM32H730VBTx,128 kBytes,564 kBytes
STM32H730ZBI6,STM32H730ZB,STM32H730ZBIx,128 kBytes,564 kBytes
STM32H730ZBT6,STM32H730ZB,STM32H730ZBTx,128 kBytes,564 kBytes
STM32H733VGH6,STM32H733VG,STM32H733VGHx,1024 kBytes,564 kBytes
STM32H733VGT6,STM32H733VG,STM32H733VGTx,1024 kBytes,564 kBytes
STM32H733ZGI6,STM32H733ZG,STM32H733ZGIx,1024 kBytes,564 kBytes
STM32H733ZGT6,STM32H733ZG,STM32H733ZGTx,1024 kBytes,564 kBytes
STM32H735AGI6,STM32H735AG,STM32H735AGIx,1024 kBytes,564 kBytes
STM32H735IGK3,STM32H735IG,STM32H735IGKx,1024 kBytes,564 kBytes
STM32H735IGK6,STM32H735IG,STM32H735IGKx,1024 kBytes,564 kBytes
STM32H735IGT6,STM32H735IG,STM32H735IGTx,1024 kBytes,564 kBytes
STM32H735RGV6,STM32H735RG,STM32H735RGVx,1024 kBytes,564 kBytes
STM32H735VGH6,STM32H735VG,STM32H735VGHx,1024 kBytes,564 kBytes
STM32H735VGT6,STM32H735VG,STM32H735VGTx,1024 kBytes,564 kBytes
STM32H735VGY6TR,STM32H735VG,STM32H735VGYx,1024 kBytes,564 kBytes
STM32H735ZGT6,STM32H735ZG,STM32H735ZGTx,1024 kBytes,564 kBytes
STM32H742AGI6,STM32H742AG,STM32H742AGIx,1024 kBytes,692 kBytes
STM32H742AGI6TR,STM32H742AG,STM32H742AGIx,1024 kBytes,692 kBytes
STM32H742AII6,STM32H742AI,STM32H742AIIx,2048 kBytes,692 kBytes
STM32H742BGT6,STM32H742BG,STM32H742BGTx,1024 kBytes,692 kBytes
