Commercial Part No,Part No,Reference,Flash,RAM
STM32L496ZGT6,STM32L496ZG,STM32L496ZGTx,1024 kBytes,320 kBytes
STM32L496ZGT6P,STM32L496ZG,STM32L496ZGTxP,1024 kBytes,320 kBytes
STM32L496ZGT6TR,STM32L496ZG,STM32L496ZGTx,1024 kBytes,320 kBytes
STM32L4A6AGI6,STM32L4A6AG,STM32L4A6AGIx,1024 kBytes,320 kBytes
STM32L4A6AGI6P,STM32L4A6AG,STM32L4A6AGIxP,1024 kBytes,320 kBytes
STM32L4A6QGI6,STM32L4A6QG,STM32L4A6QGIx,1024 kBytes,320 kBytes
STM32L4A6QGI6P,STM32L4A6QG,STM32L4A6QGIxP,1024 kBytes,320 kBytes
STM32L4A6RGT6,STM32L4A6RG,STM32L4A6RGTx,1024 kBytes,320 kBytes
STM32L4A6RGT6P,STM32L4A6RG,STM32L4A6RGTxP,1024 kBytes,320 kBytes
STM32L4A6RGT6TR,STM32L4A6RG,STM32L4A6RGTx,1024 kBytes,320 kBytes
STM32L4A6RGT7,STM32L4A6RG,STM32L4A6RGTx,1024 kBytes,320 kBytes
STM32L4A6RGT7TR,STM32L4A6RG,STM32L4A6RGTx,1024 kBytes,320 kBytes
STM32L4A6VGT6,STM32L4A6VG,STM32L4A6VGTx,1024 kBytes,320 kBytes
STM32L4A6VGT6P,STM32L4A6VG,STM32L4A6VGTxP,1024 kBytes,320 kBytes
STM32L4A6VGT6PTR,STM32L4A6VG,STM32L4A6VGTxP,1024 kBytes,320 kBytes
STM32L4A6VGT6TR,STM32L4A6VG,STM32L4A6VGTx,1024 kBytes,320 kBytes
STM32L4A6VGY6PTR,STM32L4A6VG,STM32L4A6VGYxP,1024 kBytes,320 kBytes
STM32L4A6VGY6TR,STM32L4A6VG,STM32L4A6VGYx,1024 kBytes,320 kBytes
STM32L4A6ZGT6,STM32L4A6ZG,STM32L4A6ZGTx,1024 kBytes,320 kBytes
STM32L4A6ZGT6P,STM32L4A6ZG,STM32L4A6ZGTxP,1024 kBytes,320 kBytes
STM32L4P5AEI6,STM32L4P5AE,STM32L4P5AEIx,512 kBytes,320 kBytes
STM32L4P5AGI6,STM32L4P5AG,STM32L4P5AGIx,1024 kBytes,320 kBytes
STM32L4P5AGI6P,STM32L4P5AG,STM32L4P5AGIxP,1024 kBytes,320 kBytes
STM32L4P5CET6,STM32L4P5CE,STM32L4P5CETx,512 kBytes,320 kBytes
STM32L4P5CEU6,STM32L4P5CE,STM32L4P5CEUx,512 kBytes,320 kBytes
STM32L4P5CGT6,STM32L4P5CG,STM32L4P5CGTx,1024 kBytes,320 kBytes
STM32L4P5CGT6P,STM32L4P5CG,STM32L4P5CGTxP,1024 kBytes,320 kBytes
STM32L4P5CGU6,STM32L4P5CG,STM32L4P5CGUx,1024 kBytes,320 kBytes
STM32L4P5CGU6P,STM32L4P5CG,STM32L4P5CGUxP,1024 kBytes,320 kBytes
STM32L4P5QEI6,STM32L4P5QE,STM32L4P5QEIx,512 kBytes,320 kBytes
STM32L4P5QGI6,STM32L4P5QG,STM32L4P5QGIx,1024 kBytes,320 kBytes
STM32L4P5QGI6P,STM32L4P5QG,STM32L4P5QGIxP,1024 kBytes,320 kBytes
STM32L4P5QGI6S,STM32L4P5QG,STM32L4P5QGIxS,1024 kBytes,320 kBytes
STM32L4P5QGI6STR,STM32L4P5QG,STM32L4P5QGIxS,1024 kBytes,320 kBytes
STM32L4P5QGI6TR,STM32L4P5QG,STM32L4P5QGIx,1024 kBytes,320 kBytes
STM32L4P5RET6,STM32L4P5RE,STM32L4P5RETx,512 kBytes,320 kBytes
STM32L4P5RGT6,STM32L4P5RG,STM32L4P5RGTx,1024 kBytes,320 kBytes
STM32L4P5RGT6P,STM32L4P5RG,STM32L4P5RGTxP,1024 kBytes,320 kBytes
STM32L4P5VET6,STM32L4P5VE,STM32L4P5VETx,512 kBytes,320 kBytes
STM32L4P5VET6TR,STM32L4P5VE,STM32L4P5VETx,512 kBytes,320 kBytes
STM32L4P5VEY6TR,STM32L4P5VE,STM32L4P5VEYx,512 kBytes,320 kBytes
STM32L4P5VGT6,STM32L4P5VG,STM32L4P5VGTx,1024 kBytes,320 kBytes
STM32L4P5VGT6P,STM32L4P5VG,STM32L4P5VGTxP,1024 kBytes,320 kBytes
STM32L4P5VGY6PTR,STM32L4P5VG,STM32L4P5VGYxP,1024 kBytes,320 kBytes
STM32L4P5VGY6TR,STM32L4P5VG,STM32L4P5VGYx,1024 kBytes,320 kBytes
STM32L4P5ZET6,STM32L4P5ZE,STM32L4P5ZETx,512 kBytes,320 kBytes
STM32L4P5ZGT6,STM32L4P5ZG,STM32L4P5ZGTx,1024 kBytes,320 kBytes
STM32L4P5ZGT6P,STM32L4P5ZG,STM32L4P5ZGTxP,1024 kBytes,320 kBytes
STM32L4P5ZGT6TR,STM32L4P5ZG,STM32L4P5ZGTx,1024 kBytes,320 kBytes
STM32L4Q5AGI6,STM32L4Q5AG,STM32L4Q5AGIx,1024 kBytes,320 kBytes
STM32L4Q5AGI6P,STM32L4Q5AG,STM32L4Q5AGIxP,1024 kBytes,320 kBytes
STM32L4Q5CGT6,STM32L4Q5CG,STM32L4Q5CGTx,1024 kBytes,320 kBytes
STM32L4Q5CGT6P,STM32L4Q5CG,STM32L4Q5CGTxP,1024 kBytes,320 kBytes
STM32L4Q5CGU6,STM32L4Q5CG,STM32L4Q5CGUx,1024 kBytes,320 kBytes
STM32L4Q5CGU6P,STM32L4Q5CG,STM32L4Q5CGUxP,1024 kBytes,320 kBytes
STM32L4Q5QGI6,STM32L4Q5QG,STM32L4Q5QGIx,1024 kBytes,320 kBytes
STM32L4Q5QGI6P,STM32L4Q5QG,STM32L4Q5QGIxP,1024 kBytes,320 kBytes
STM32L4Q5RGT3,STM32L4Q5RG,STM32L4Q5RGTx,1024 kBytes,320 kBytes
STM32L4Q5RGT6,STM32L4Q5RG,STM32L4Q5RGTx,1024 kBytes,320 kBytes
STM32L4Q5RGT6P,STM32L4Q5RG,STM32L4Q5RGTxP,1024 kBytes,320 kBytes
STM32L4Q5VGT6,STM32L4Q5VG,STM32L4Q5VGTx,1024 kBytes,320 kBytes
STM32L4Q5VGT6P,STM32L4Q5VG,STM32L4Q5VGTxP,1024 kBytes,320 kBytes
STM32L4Q5VGY6PTR,STM32L4Q5VG,STM32L4Q5VGYxP,1024 kBytes,320 kBytes
STM32L4Q5VGY6TR,STM32L4Q5VG,STM32L4Q5VGYx,1024 kBytes,320 kBytes
STM32L4Q5ZGT6,STM32L4Q5ZG,STM32L4Q5ZGTx,1024 kBytes,320 kBytes
STM32L4Q5ZGT6P,STM32L4Q5ZG,STM32L4Q5ZGTxP,1024 kBytes,320 kBytes
STM32L4R5AGI6,STM32L4R5AG,STM32L4R5AGIx,1024 kBytes,640 kBytes
STM32L4R5AII6,STM32L4R5AI,STM32L4R5AIIx,2048 kBytes,640 kBytes
STM32L4R5AII6P,STM32L4R5AI,STM32L4R5AIIxP,2048 kBytes,640 kBytes
STM32L4R5QGI6,STM32L4R5QG,STM32L4R5QGIx,1024 kBytes,640 kBytes
STM32L4R5QGI6S,STM32L4R5QG,STM32L4R5QGIxS,1024 kBytes,640 kBytes
STM32L4R5QGI6TR,STM32L4R5QG,STM32L4R5QGIx,1024 kBytes,640 kBytes
STM32L4R5QII6,STM32L4R5QI,STM32L4R5QIIx,2048 kBytes,640 kBytes
STM32L4R5QII6P,STM32L4R5QI,STM32L4R5QIIxP,2048 kBytes,640 kBytes
STM32L4R5QII6TR,STM32L4R5QI,STM32L4R5QIIx,2048 kBytes,640 kBytes
STM32L4R5VGT6,STM32L4R5VG,STM32L4R5VGTx,1024 kBytes,640 kBytes
STM32L4R5VIT6,STM32L4R5VI,STM32L4R5VITx,2048 kBytes,640 kBytes
STM32L4R5ZGT6,STM32L4R5ZG,STM32L4R5ZGTx,1024 kBytes,640 kBytes
STM32L4R5ZGY6TR,STM32L4R5ZG,STM32L4R5ZGYx,1024 kBytes,640 kBytes
STM32L4R5ZIT6,STM32L4R5ZI,STM32L4R5ZITx,2048 kBytes,640 kBytes
STM32L4R5ZIT6P,STM32L4R5ZI,STM32L4R5ZITxP,2048 kBytes,640 kBytes
STM32L4R5ZIY6TR,STM32L4R5ZI,STM32L4R5ZIYx,2048 kBytes,640 kBytes
STM32L4R7AII6,STM32L4R7AI,STM32L4R7AIIx,2048 kBytes,640 kBytes
STM32L4R7VIT6,STM32L4R7VI,STM32L4R7VITx,2048 kBytes,640 kBytes
STM32L4R7ZIT6,STM32L4R7ZI,STM32L4R7ZITx,2048 kBytes,640 kBytes
STM32L4R9AGI6,STM32L4R9AG,STM32L4R9AGIx,1024 kBytes,640 kBytes
STM32L4R9AII6,STM32L4R9AI,STM32L4R9AIIx,2048 kBytes,640 kBytes
STM32L4R9VGT6,STM32L4R9VG,STM32L4R9VGTx,1024 kBytes,640 kBytes
STM32L4R9VIT6,STM32L4R9VI,STM32L4R9VITx,2048 kBytes,640 kBytes
STM32L4R9ZGJ6,STM32L4R9ZG,STM32L4R9ZGJx,1024 kBytes,640 kBytes
STM32L4R9ZGT6,STM32L4R9ZG,STM32L4R9ZGTx,1024 kBytes,640 kBytes
STM32L4R9ZGY6TR,STM32L4R9ZG,STM32L4R9ZGYx,1024 kBytes,640 kBytes
STM32L4R9ZIJ6,STM32L4R9ZI,STM32L4R9ZIJx,2048 kBytes,640 kBytes
STM32L4R9ZIT6,STM32L4R9ZI,STM32L4R9ZITx,2048 kBytes,640 kBytes
STM32L4R9ZIY6PTR,STM32L4R9ZI,STM32L4R9ZIYxP,2048 kBytes,640 kBytes
STM32L4R9ZIY6TR,STM32L4R9ZI,STM32L4R9ZIYx,2048 kBytes,640 kBytes
STM32L4S5AII3,STM32L4S5AI,STM32L4S5AIIx,2048 kBytes,640 kBytes
STM32L4S5AII3TR,STM32L4S5AI,STM32L4S5AIIx,2048 kBytes,640 kBytes
STM32L4S5AII6,STM32L4S5AI,STM32L4S5AIIx,2048 kBytes,640 kBytes
STM32L4S5QII6,STM32L4S5QI,STM32L4S5QIIx,2048 kBytes,640 kBytes
STM32L4S5VIT3,STM32L4S5VI,STM32L4S5VITx,2048 kBytes,640 kBytes
STM32L4S5VIT6,STM32L4S5VI,STM32L4S5VITx,2048 kBytes,640 kBytes
STM32L4S5VIT6TR,STM32L4S5VI,STM32L4S5VITx,2048 kBytes,640 kBytes
STM32L4S5ZIT6,STM32L4S5ZI,STM32L4S5ZITx,2048 kBytes,640 kBytes
STM32L4S5ZIY6TR,STM32L4S5ZI,STM32L4S5ZIYx,2048 kBytes,640 kBytes
STM32L4S7AII6,STM32L4S7AI,STM32L4S7AIIx,2048 kBytes,640 kBytes
STM32L4S7VIT6,STM32L4S7VI,STM32L4S7VITx,2048 kBytes,640 kBytes
STM32L4S7ZIT6,STM32L4S7ZI,STM32L4S7ZITx,2048 kBytes,640 kBytes
STM32L4S9AII6,STM32L4S9AI,STM32L4S9AIIx,2048 kBytes,640 kBytes
STM32L4S9VIT6,STM32L4S9VI,STM32L4S9VITx,2048 kBytes,640 kBytes
STM32L4S9ZIJ6,STM32L4S9ZI,STM32L4S9ZIJx,2048 kBytes,640 kBytes
STM32L4S9ZIJ6TR,STM32L4S9ZI,STM32L4S9ZIJx,2048 kBytes,640 kBytes
STM32L4S9ZIT6,STM32L4S9ZI,STM32L4S9ZITx,2048 kBytes,640 kBytes
STM32L4S9ZIY6TR,STM32L4S9ZI,STM32L4S9ZIYx,2048 kBytes,640 kBytes
STM32L552CCT6,STM32L552CC,STM32L552CCTx,256 kBytes,256 kBytes
STM32L552CCU6,STM32L552CC,STM32L552CCUx,256 kBytes,256 kBytes
STM32L552CET6,STM32L552CE,STM32L552CETx,512 kBytes,256 kBytes
STM32L552CET6P,STM32L552CE,STM32L552CETxP,512 kBytes,256 kBytes
STM32L552CEU6,STM32L552CE,STM32L552CEUx,512 kBytes,256 kBytes
STM32L552CEU6P,STM32L552CE,STM32L552CEUxP,512 kBytes,256 kBytes
STM32L552MEY6PTR,STM32L552ME,STM32L552MEYxP,512 kBytes,256 kBytes
STM32L552MEY6QTR,STM32L552ME,STM32L552MEYxQ,512 kBytes,256 kBytes
STM32L552QCI6Q,STM32L552QC,STM32L552QCIxQ,256 kBytes,256 kBytes
STM32L552QEI6,STM32L552QE,STM32L552QEIx,512 kBytes,256 kBytes
STM32L552QEI6Q,STM32L552QE,STM32L552QEIxQ,512 kBytes,256 kBytes
STM32L552RCT3,STM32L552RC,STM32L552RCTx,256 kBytes,256 kBytes
STM32L552RCT6,STM32L552RC,STM32L552RCTx,256 kBytes,256 kBytes
STM32L552RET6,STM32L552RE,STM32L552RETx,512 kBytes,256 kBytes
STM32L552RET6P,STM32L552RE,STM32L552RETxP,512 kBytes,256 kBytes
STM32L552RET6Q,STM32L552RE,STM32L552RETxQ,512 kBytes,256 kBytes
STM32L552RET6TR,STM32L552RE,STM32L552RETx,512 kBytes,256 kBytes
STM32L552VCT6Q,STM32L552VC,STM32L552VCTxQ,256 kBytes,256 kBytes
STM32L552VET6,STM32L552VE,STM32L552VETx,512 kBytes,256 kBytes
STM32L552VET6Q,STM32L552VE,STM32L552VETxQ,512 kBytes,256 kBytes
STM32L552VET6TR,STM32L552VE,STM32L552VETx,512 kBytes,256 kBytes
STM32L552ZCT6Q,STM32L552ZC,STM32L552ZCTxQ,256 kBytes,256 kBytes
STM32L552ZET3,STM32L552ZE,STM32L552ZETx,512 kBytes,256 kBytes
STM32L552ZET6,STM32L552ZE,STM32L552ZETx,512 kBytes,256 kBytes
STM32L552ZET6Q,STM32L552ZE,STM32L552ZETxQ,512 kBytes,256 kBytes
STM32L562CET3P,STM32L562CE,STM32L562CETxP,512 kBytes,256 kBytes
STM32L562CET6,STM32L562CE,STM32L562CETx,512 kBytes,256 kBytes
STM32L562CET6P,STM32L562CE,STM32L562CETxP,512 kBytes,256 kBytes
STM32L562CEU3,STM32L562CE,STM32L562CEUx,512 kBytes,256 kBytes
STM32L562CEU6,STM32L562CE,STM32L562CEUx,512 kBytes,256 kBytes
STM32L562CEU6P,STM32L562CE,STM32L562CEUxP,512 kBytes,256 kBytes
STM32L562CEU6TR,STM32L562CE,STM32L562CEUx,512 kBytes,256 kBytes
STM32L562MEY6PTR,STM32L562ME,STM32L562MEYxP,512 kBytes,256 kBytes
STM32L562MEY6QTR,STM32L562ME,STM32L562MEYxQ,512 kBytes,256 kBytes
STM32L562QEI6,STM32L562QE,STM32L562QEIx,512 kBytes,256 kBytes
STM32L562QEI6Q,STM32L562QE,STM32L562QEIxQ,512 kBytes,256 kBytes
STM32L562QEI6TR,STM32L562QE,STM32L562QEIx,512 kBytes,256 kBytes
STM32L562RET6,STM32L562RE,STM32L562RETx,512 kBytes,256 kBytes
STM32L562RET6P,STM32L562RE,STM32L562RETxP,512 kBytes,256 kBytes
STM32L562RET6Q,STM32L562RE,STM32L562RETxQ,512 kBytes,256 kBytes
STM32L562RET6TR,STM32L562RE,STM32L562RETx,512 kBytes,256 kBytes
STM32L562VET3,STM32L562VE,STM32L562VETx,512 kBytes,256 kBytes
STM32L562VET6,STM32L562VE,STM32L562VETx,512 kBytes,256 kBytes
STM32L562VET6Q,STM32L562VE,STM32L562VETxQ,512 kBytes,256 kBytes
STM32L562VET6TR,STM32L562VE,STM32L562VETx,512 kBytes,256 kBytes
STM32L562ZET6,STM32L562ZE,STM32L562ZETx,512 kBytes,256 kBytes
STM32L562ZET6Q,STM32L562ZE,STM32L562ZETxQ,512 kBytes,256 kBytes
STM32L562ZET6TR,STM32L562ZE,STM32L562ZETx,512 kBytes,256 kBytes
STM32MP131AAE3,STM32MP131A,STM32MP131AAEx,0 kBytes,168 kBytes
STM32MP131AAF3,STM32MP131A,STM32MP131AAFx,0 kBytes,168 kBytes
STM32MP131AAG3,STM32MP131A,STM32MP131AAGx,0 kBytes,168 kBytes
STM32MP131CAE3,STM32MP131C,STM32MP131CAEx,0 kBytes,168 kBytes
STM32MP131CAF3,STM32MP131C,STM32MP131CAFx,0 kBytes,168 kBytes
STM32MP131CAG3,STM32MP131C,STM32MP131CAGx,0 kBytes,168 kBytes
STM32MP131DAE7,STM32MP131D,STM32MP131DAEx,0 kBytes,168 kBytes
STM32MP131DAF7,STM32MP131D,STM32MP131DAFx,0 kBytes,168 kBytes
STM32MP131DAG7,STM32MP131D,STM32MP131DAGx,0 kBytes,168 kBytes
STM32MP131FAE7,STM32MP131F,STM32MP131FAEx,0 kBytes,168 kBytes
STM32MP131FAF7,STM32MP131F,STM32MP131FAFx,0 kBytes,168 kBytes
STM32MP131FAG7,STM32MP131F,STM32MP131FAGx,0 kBytes,168 kBytes
STM32MP133AAE3,STM32MP133A,STM32MP133AAEx,0 kBytes,168 kBytes
STM32MP133AAF3,STM32MP133A,STM32MP133AAFx,0 kBytes,168 kBytes
STM32MP133AAG3,STM32MP133A,STM32MP133AAGx,0 kBytes,168 kBytes
STM32MP133CAE3,STM32MP133C,STM32MP133CAEx,0 kBytes,168 kBytes
STM32MP133CAF3,STM32MP133C,STM32MP133CAFx,0 kBytes,168 kBytes
STM32MP133CAG3,STM32MP133C,STM32MP133CAGx,0 kBytes,168 kBytes
STM32MP133DAE7,STM32MP133D,STM32MP133DAEx,0 kBytes,168 kBytes
STM32MP133DAF7,STM32MP133D,STM32MP133DAFx,0 kBytes,168 kBytes
STM32MP133DAG7,STM32MP133D,STM32MP133DAGx,0 kBytes,168 kBytes
STM32MP133FAE7,STM32MP133F,STM32MP133FAEx,0 kBytes,168 kBytes
STM32MP133FAF7,STM32MP133F,STM32MP133FAFx,0 kBytes,168 kBytes
STM32MP133FAG7,STM32MP133F,STM32MP133FAGx,0 kBytes,168 kBytes
STM32MP135AAE3,STM32MP135A,STM32MP135AAEx,0 kBytes,168 kBytes
STM32MP135AAF3,STM32MP135A,STM32MP135AAFx,0 kBytes,168 kBytes
STM32MP135AAG3,STM32MP135A,STM32MP135AAGx,0 kBytes,168 kBytes
STM32MP135CAE3,STM32MP135C,STM32MP135CAEx,0 kBytes,168 kBytes
STM32MP135CAF3,STM32MP135C,STM32MP135CAFx,0 kBytes,168 kBytes
STM32MP135CAG3,STM32MP135C,STM32MP135CAGx,0 kBytes,168 kBytes
STM32MP135DAE7,STM32MP135D,STM32MP135DAEx,0 kBytes,168 kBytes
STM32MP135DAF7,STM32MP135D,STM32MP135DAFx,0 kBytes,168 kBytes
STM32MP135DAG7,STM32MP135D,STM32MP135DAGx,0 kBytes,168 kBytes
STM32MP135FAE7,STM32MP135F,STM32MP135FAEx,0 kBytes,168 kBytes
STM32MP135FAF7,STM32MP135F,STM32MP135FAFx,0 kBytes,168 kBytes
STM32MP135FAG7,STM32MP135F,STM32MP135FAGx,0 kBytes,168 kBytes
STM32MP151AAA3,STM32MP151A,STM32MP151AAAx,0 kBytes,708 kBytes
STM32MP151AAA3T,STM32MP151A,STM32MP151AAAx,0 kBytes,708 kBytes
STM32MP151AAB3,STM32MP151A,STM32MP151AABx,0 kBytes,708 kBytes
STM32MP151AAB3T,STM32MP151A,STM32MP151AABx,0 kBytes,708 kBytes
STM32MP151AAC3,STM32MP151A,STM32MP151AACx,0 kBytes,708 kBytes
STM32MP151AAC3T,STM32MP151A,STM32MP151AACx,0 kBytes,708 kBytes
STM32MP151AAD3,STM32MP151A,STM32MP151AADx,0 kBytes,708 kBytes
STM32MP151AAD3T,STM32MP151A,STM32MP151AADx,0 kBytes,708 kBytes
STM32MP151CAA3,STM32MP151C,STM32MP151CAAx,0 kBytes,708 kBytes
STM32MP151CAA3T,STM32MP151C,STM32MP151CAAx,0 kBytes,708 kBytes
STM32MP151CAB3,STM32MP151C,STM32MP151CABx,0 kBytes,708 kBytes
STM32MP151CAB3T,STM32MP151C,STM32MP151CABx,0 kBytes,708 kBytes
STM32MP151CAC3,STM32MP151C,STM32MP151CACx,0 kBytes,708 kBytes
STM32MP151CAC3T,STM32MP151C,STM32MP151CACx,0 kBytes,708 kBytes
STM32MP151CAD3,STM32MP151C,STM32MP151CADx,0 kBytes,708 kBytes
STM32MP151CAD3T,STM32MP151C,STM32MP151CADx,0 kBytes,708 kBytes
STM32MP151DAA1,STM32MP151D,STM32MP151DAAx,0 kBytes,708 kBytes
STM32MP151DAB1,STM32MP151D,STM32MP151DABx,0 kBytes,708 kBytes
STM32MP151DAC1,STM32MP151D,STM32MP151DACx,0 kBytes,708 kBytes
STM32MP151DAD1,STM32MP151D,STM32MP151DADx,0 kBytes,708 kBytes
STM32MP151FAA1,STM32MP151F,STM32MP151FAAx,0 kBytes,708 kBytes
STM32MP151FAB1,STM32MP151F,STM32MP151FABx,0 kBytes,708 kBytes
STM32MP151FAC1,STM32MP151F,STM32MP151FACx,0 kBytes,708 kBytes
STM32MP151FAD1,STM32MP151F,STM32MP151FADx,0 kBytes,708 kBytes
STM32MP153AAA3,STM32MP153A,STM32MP153AAAx,0 kBytes,708 kBytes
STM32MP153AAA3T,STM32MP153A,STM32MP153AAAx,0 kBytes,708 kBytes
STM32MP153AAB3,STM32MP153A,STM32MP153AABx,0 kBytes,708 kBytes
STM32MP153AAB3T,STM32MP153A,STM32MP153AABx,0 kBytes,708 kBytes
STM32MP153AAC3,STM32MP153A,STM32MP153AACx,0 kBytes,708 kBytes
STM32MP153AAC3T,STM32MP153A,STM32MP153AACx,0 kBytes,708 kBytes
STM32MP153AAD3,STM32MP153A,STM32MP153AADx,0 kBytes,708 kBytes
STM32MP153AAD3T,STM32MP153A,STM32MP153AADx,0 kBytes,708 kBytes
STM32MP153CAA3,STM32MP153C,STM32MP153CAAx,0 kBytes,708 kBytes
STM32MP153CAA3T,STM32MP153C,STM32MP153CAAx,0 kBytes,708 kBytes
STM32MP153CAB3,STM32MP153C,STM32MP153CABx,0 kBytes,708 kBytes
STM32MP153CAB3T,STM32MP153C,STM32MP153CABx,0 kBytes,708 kBytes
STM32MP153CAC3,STM32MP153C,STM32MP153CACx,0 kBytes,708 kBytes
STM32MP153CAC3T,STM32MP153C,STM32MP153CACx,0 kBytes,708 kBytes
STM32MP153CAD3,STM32MP153C,STM32MP153CADx,0 kBytes,708 kBytes
STM32MP153CAD3T,STM32MP153C,STM32MP153CADx,0 kBytes,708 kBytes
STM32MP153DAA1,STM32MP153D,STM32MP153DAAx,0 kBytes,708 kBytes
STM32MP153DAB1,STM32MP153D,STM32MP153DABx,0 kBytes,708 kBytes
STM32MP153DAC1,STM32MP153D,STM32MP153DACx,0 kBytes,708 kBytes
STM32MP153DAD1,STM32MP153D,STM32MP153DADx,0 kBytes,708 kBytes
STM32MP153FAA1,STM32MP153F,STM32MP153FAAx,0 kBytes,708 kBytes
STM32MP153FAB1,STM32MP153F,STM32MP153FABx,0 kBytes,708 kBytes
STM32MP153FAC1,STM32MP153F,STM32MP153FACx,0 kBytes,708 kBytes
STM32MP153FAD1,STM32MP153F,STM32MP153FADx,0 kBytes,708 kBytes
STM32MP157AAA3,STM32MP157A,STM32MP157AAAx,0 kBytes,708 kBytes
STM32MP157AAA3T,STM32MP157A,STM32MP157AAAx,0 kBytes,708 kBytes
STM32MP157AAB3,STM32MP157A,STM32MP157AABx,0 kBytes,708 kBytes
STM32MP157AAB3T,STM32MP157A,STM32MP157AABx,0 kBytes,708 kBytes
STM32MP157AAC3,STM32MP157A,STM32MP157AACx,0 kBytes,708 kBytes
STM32MP157AAC3T,STM32MP157A,STM32MP157AACx,0 kBytes,708 kBytes
STM32MP157AAD3,STM32MP157A,STM32MP157AADx,0 kBytes,708 kBytes
STM32MP157AAD3T,STM32MP157A,STM32MP157AADx,0 kBytes,708 kBytes
STM32MP157CAA3,STM32MP157C,STM32MP157CAAx,0 kBytes,708 kBytes
STM32MP157CAA3T,STM32MP157C,STM32MP157CAAx,0 kBytes,708 kBytes
STM32MP157CAB3,STM32MP157C,STM32MP157CABx,0 kBytes,708 kBytes
STM32MP157CAB3T,STM32MP157C,STM32MP157CABx,0 kBytes,708 kBytes
STM32MP157CAC3,STM32MP157C,STM32MP157CACx,0 kBytes,708 kBytes
STM32MP157CAC3T,STM32MP157C,STM32MP157CACx,0 kBytes,708 kBytes
STM32MP157CAD3,STM32MP157C,STM32MP157CADx,0 kBytes,708 kBytes
STM32MP157CAD3T,STM32MP157C,STM32MP157CADx,0 kBytes,708 kBytes
STM32MP157DAA1,STM32MP157D,STM32MP157DAAx,0 kBytes,708 kBytes
STM32MP157DAB1,STM32MP157D,STM32MP157DABx,0 kBytes,708 kBytes
STM32MP157DAC1,STM32MP157D,STM32MP157DACx,0 kBytes,708 kBytes
STM32MP157DAD1,STM32MP157D,STM32MP157DADx,0 kBytes,708 kBytes
STM32MP157FAA1,STM32MP157F,STM32MP157FAAx,0 kBytes,708 kBytes
STM32MP157FAB1,STM32MP157F,STM32MP157FABx,0 kBytes,708 kBytes
STM32MP157FAC1,STM32MP157F,STM32MP157FACx,0 kBytes,708 kBytes
STM32MP157FAD1,STM32MP157F,STM32MP157FADx,0 kBytes,708 kBytes
STM32U575AGI6,STM32U575AG,STM32U575AGIx,1024 kBytes,786 kBytes
STM32U575AGI6Q,STM32U575AG,STM32U575AGIxQ,1024 kBytes,786 kBytes
STM32U575AGI6TR,STM32U575AG,STM32U575AGIx,1024 kBytes,786 kBytes
STM32U575AII6,STM32U575AI,STM32U575AIIx,2048 kBytes,786 kBytes
STM32U575AII6Q,STM32U575AI,STM32U575AIIxQ,2048 kBytes,786 kBytes
STM32U575CGT6,STM32U575CG,STM32U575CGTx,1024 kBytes,786 kBytes
STM32U575CGT6Q,STM32U575CG,STM32U575CGTxQ,1024 kBytes,786 kBytes
STM32U575CGU6,STM32U575CG,STM32U575CGUx,1024 kBytes,786 kBytes
STM32U575CGU6Q,STM32U575CG,STM32U575CGUxQ,1024 kBytes,786 kBytes
STM32U575CIT6,STM32U575CI,STM32U575CITx,2048 kBytes,786 kBytes
STM32U575CIT6Q,STM32U575CI,STM32U575CITxQ,2048 kBytes,786 kBytes
STM32U575CIU6,STM32U575CI,STM32U575CIUx,2048 kBytes,786 kBytes
STM32U575CIU6Q,STM32U575CI,STM32U575CIUxQ,2048 kBytes,786 kBytes
STM32U575OGY3QTR,STM32U575OG,STM32U575OGYxQ,1024 kBytes,786 kBytes
STM32U575OGY6QTR,STM32U575OG,STM32U575OGYxQ,1024 kBytes,786 kBytes
STM32U575OIY6QTR,STM32U575OI,STM32U575OIYxQ,2048 kBytes,786 kBytes
STM32U575QGI3,STM32U575QG,STM32U575QGIx,1024 kBytes,786 kBytes
STM32U575QGI3TR,STM32U575QG,STM32U575QGIx,1024 kBytes,786 kBytes
STM32U575QGI6,STM32U575QG,STM32U575QGIx,1024 kBytes,786 kBytes
STM32U575QGI6Q,STM32U575QG,STM32U575QGIxQ,1024 kBytes,786 kBytes
STM32U575QII6,STM32U575QI,STM32U575QIIx,2048 kBytes,786 kBytes
STM32U575QII6Q,STM32U575QI,STM32U575QIIxQ,2048 kBytes,786 kBytes
STM32U575RGT6,STM32U575RG,STM32U575RGTx,1024 kBytes,786 kBytes
STM32U575RGT6Q,STM32U575RG,STM32U575RGTxQ,1024 kBytes,786 kBytes
STM32U575RGT6TR,STM32U575RG,STM32U575RGTx,1024 kBytes,786 kBytes
STM32U575RIT6,STM32U575RI,STM32U575RITx,2048 kBytes,786 kBytes
STM32U575RIT6Q,STM32U575RI,STM32U575RITxQ,2048 kBytes,786 kBytes
STM32U575VGT3,STM32U575VG,STM32U575VGTx,1024 kBytes,786 kBytes
STM32U575VGT6,STM32U575VG,STM32U575VGTx,1024 kBytes,786 kBytes
STM32U575VGT6Q,STM32U575VG,STM32U575VGTxQ,1024 kBytes,786 kBytes
STM32U575VGT6TR,STM32U575VG,STM32U575VGTx,1024 kBytes,786 kBytes
